17.7967 64.5904 108.356 127.395 
-0.611719 -8.74784 -150.52 150.775 

-54.2155 100.28 40.8533 121.096 
9.59789 -2.62225 -11.7954 15.4314 

5.89973 0.133698 20.4395 21.2744 
-0.812578 -1.75173 -0.189935 1.94034 

-3.16262 52.8026 8.43639 53.5658 
-30.0698 1.7527 59.0012 66.2451 

17.4443 7.82884 -3.06282 19.3643 
24.5672 1.83242 -1.05766 24.6582 

-38.0636 -79.2278 66.4404 110.183 
43.6253 115.861 -63.0443 138.93 

-16.2198 5.27318 -68.9371 71.0156 
44.0242 -60.1026 -92.4757 118.753 

8.78202 -7.64166 -85.7143 86.5012 
-6.32799 -33.4933 -49.5674 60.1562 

5.40118 -5.38543 8.68013 11.5551 
18.4717 -49.7985 -170.557 178.636 

-14.1292 49.3344 -119.031 129.622 
-5.50707 -38.7324 -50.284 63.7104 

11.6002 -11.7103 57.1506 59.4801 
-15.3361 2.72095 -1.38996 15.6375 

66.555 41.8844 159.393 177.735 
-8.6601 6.46419 -3.72104 11.4293 

-12.3482 0.887676 107.584 108.294 
-66.6487 -5.21618 -143.786 158.568 

-10.0494 0.69196 14.7701 17.878 
-5.17158 5.61545 -6.05181 9.74181 

11.6317 -0.795825 -5.55979 12.9167 
-7.83165 4.48883 17.6257 19.8028 

-11.4559 -120.765 26.2276 124.11 
15.7803 22.953 -47.5565 55.1134 

-2.0603 1.89789 5.81313 6.45285 
-3.40554 6.5373 44.5182 45.1244 

0.127778 -18.6579 6.04568 19.6134 
2.95122 -1.07125 -22.998 23.2113 

4.33495 8.43769 -1.91904 9.67829 
0.967422 0.899839 -0.362432 1.37003 

3.67353 -3.89571 -0.995696 5.44635 
0.995781 -4.06525 -111.609 111.688 

-54.093 6.65709 -46.0189 71.331 
6.40276 -40.8948 -113.29 120.615 

19.054 4.99197 25.237 32.0137 
81.9162 75.4726 -45.5658 120.344 

-20.7134 -1.27699 6.13001 21.6392 
60.2586 24.4545 -24.5847 69.5236 

-25.0705 22.1631 -37.8426 50.5153 
-30.9506 3.54644 41.3628 51.7822 

10.9319 -10.8904 5.05025 16.2361 
3.55776 3.96784 26.7517 27.2774 

-3.33781 -15.8158 100.974 102.26 
3.29342 -1.81667 2.82818 4.7059 

-10.912 79.4872 155.612 175.078 
-6.79852 -101.307 -127.208 162.761 

0.689313 -0.187555 -3.98439 4.04793 
14.4136 -9.5383 -26.9361 32.0044 

-10.3437 -31.5055 -85.4538 91.6621 
-22.8051 -9.67978 -36.2781 43.9303 

2.4348 -3.25248 -55.7333 55.8812 
-14.1624 6.06332 -24.6608 29.0773 

15.0696 -6.29333 6.06263 17.4199 
-42.386 -60.778 -156.168 172.856 

15.9725 19.5504 9.59552 27.0077 
12.3252 -74.1393 18.178 77.3239 

-1.67474 -1.24647 14.0111 14.1657 
1.98562 13.6852 92.7115 93.7371 

-15.0262 18.1003 175.108 176.681 
40.54 -17.3855 -141.062 147.798 

-29.2234 37.1391 -61.7903 77.7905 
-16.3111 -37.4922 -104.398 112.119 

-64.9463 -23.7447 39.1928 79.4853 
-22.7776 32.1065 77.7674 87.1631 

13.3264 38.9668 -56.0043 69.5161 
38.7182 -36.5226 -109.438 121.695 

-11.6466 15.4111 22.7915 29.8764 
22.7678 2.09462 41.4227 47.3139 

16.8757 -10.3869 -9.808 22.1105 
9.79363 30.5201 -139.514 143.149 

-22.5285 12.2713 -55.1814 60.8532 
43.5275 -48.5382 -111.686 129.322 

1.72679 0.186708 -9.07556 9.24027 
3.97852 -2.43465 3.63379 5.91275 

22.6993 31.9919 -34.4441 52.2028 
-20.9227 -11.0477 -136.545 138.579 

71.0303 -31.7933 154.21 172.733 
-80.0603 24.6658 -82.5187 117.59 

-17.9566 -10.7667 -6.21587 21.8403 
68.0795 36.8365 -35.0042 84.9532 

3.96349 5.01504 11.3747 13.0477 
1.92539 0.989893 -47.8015 47.8505 

6.62227 -6.9983 20.5644 22.7096 
2.14054 0.438426 28.2357 28.3201 

-10.6491 -9.87707 4.13683 15.1021 
-24.5232 32.907 -158.543 163.769 

-36.2009 -32.2588 71.118 86.075 
22.6141 16.124 99.4455 103.251 

0.284947 -46.7955 59.2889 75.5319 
3.10424 27.2443 95.9785 99.8186 

-3.70166 3.7334 130.395 130.501 
7.80416 51.2952 -45.3443 68.9072 

-5.66442 6.10667 -1.67254 8.49556 
-3.19991 -6.60424 -182.831 182.978 

10.7019 31.5628 -31.4775 45.8429 
35.2836 -38.2438 -134.306 144.033 

12.8138 -5.09451 -5.16329 14.7244 
-166.539 46.6523 -40.8742 177.715 

51.3689 5.78347 78.7107 94.1679 
-36.958 -16.3521 86.897 95.8352 

4.60708 -0.0989238 12.6351 13.4492 
-2.87393 5.69539 -1.21282 6.49368 

16.9201 -31.4234 46.0143 58.2326 
-45.7429 20.8531 48.0928 69.5714 

31.1022 -79.7473 59.6856 104.352 
31.3262 -72.057 -32.8536 85.164 

-5.70086 -45.3929 99.6461 109.647 
-4.09519 47.8517 78.3904 91.9326 

7.3784 -1.85103 8.13809 11.1398 
39.3561 63.5718 -161.869 178.303 

-6.03713 -3.28357 -2.32068 7.25357 
0.420645 -1.53416 -2.23467 2.74305 

36.2626 107.75 -7.08806 113.909 
-32.2681 58.7483 -36.2931 76.2219 

2.727 0.881532 -5.54772 6.24426 
10.9809 14.6392 9.0907 20.4335 

-48.6885 -7.91952 -58.3652 76.4185 
19.0638 -34.3135 10.3801 40.6028 

25.9804 8.46599 2.71942 27.4599 
-25.6147 -53.2101 -80.3332 99.7038 

